"text","player"
"These dreadful summoners grace. I am a man","LEAR"
"More sinned against than sinning.","LEAR"
"  Alack,","KENT"
"bareheaded?","KENT"
"Gracious my lord, hard by here is a hovel.","KENT"
"Some friendship will it lend you 'gainst the tempest.","KENT"
"Repose you there while I to this hard house--","KENT"
"More harder than the stones whereof 'tis raised,","KENT"
"Which even but now, demanding after you,","KENT"
"Denied me to come in--return and force","KENT"
"Their scanted courtesy.","KENT"
"  My wits begin to turn.--","LEAR"
"Come on, my boy. How dost, my boy? Art cold?","LEAR"
"I am cold myself.--Where is this straw, my fellow?","LEAR"
"The art of our necessities is strange","LEAR"
"And can make vile things precious. Come, your","LEAR"
"hovel.--","LEAR"
"Poor Fool and knave, I have one part in my heart","LEAR"
"That's sorry yet for thee.","LEAR"
" ","FOOL"
"	He that has and a little tiny wit,","FOOL"
"	   With hey, ho, the wind and the rain,","FOOL"
"	Must make content with his fortunes fit,","FOOL"
"	   Though the rain it raineth every day.","FOOL"
"True, my good boy.--Come, bring us to this hovel.","LEAR"
"  This is a brave night to cool a courtesan. I'll","FOOL"
"speak a prophecy ere I go:","FOOL"
"	When priests are more in word than matter,","FOOL"
"	When brewers mar their malt with water,","FOOL"
"	When nobles are their tailors' tutors,","FOOL"
"	No heretics burned but wenches' suitors,","FOOL"
"	When every case in law is right,","FOOL"
"	No squire in debt, nor no poor knight;","FOOL"
"	When slanders do not live in tongues,","FOOL"
"	Nor cutpurses come not to throngs,","FOOL"
"	When usurers tell their gold i' th' field,","FOOL"
"	And bawds and whores do churches build,","FOOL"
"	Then shall the realm of Albion","FOOL"
"	Come to great confusion;","FOOL"
"	Then comes the time, who lives to see 't,","FOOL"
"	That going shall be used with feet.","FOOL"
"This prophecy Merlin shall make, for I live before","FOOL"
"his time.","FOOL"
"  Alack, alack, Edmund, I like not this","GLOUCESTER"
"unnatural dealing. When I desired their leave that I","GLOUCESTER"
"might pity him, they took from me the use of mine","GLOUCESTER"
"own house, charged me on pain of perpetual","GLOUCESTER"
"displeasure neither to speak of him, entreat for","GLOUCESTER"
"him, or any way sustain him.","GLOUCESTER"
"  Most savage and unnatural.","EDMUND"
"  Go to; say you nothing. There is division","GLOUCESTER"
"between the dukes, and a worse matter than that. I","GLOUCESTER"
"have received a letter this night; 'tis dangerous to","GLOUCESTER"
"be spoken; I have locked the letter in my closet.","GLOUCESTER"
"These injuries the King now bears will be revenged","GLOUCESTER"
"home; there is part of a power already footed. We","GLOUCESTER"
"must incline to the King. I will look him and privily","GLOUCESTER"
"relieve him. Go you and maintain talk with the","GLOUCESTER"
"Duke, that my charity be not of him perceived. If he","GLOUCESTER"
"ask for me, I am ill and gone to bed. If I die for it, as","GLOUCESTER"
"no less is threatened me, the King my old master","GLOUCESTER"
"must be relieved. There is strange things toward,","GLOUCESTER"
"Edmund. Pray you, be careful.	","GLOUCESTER"
"This courtesy forbid thee shall the Duke","EDMUND"
"Instantly know, and of that letter too.","EDMUND"
"This seems a fair deserving, and must draw me","EDMUND"
"That which my father loses--no less than all.","EDMUND"
"The younger rises when the old doth fall.","EDMUND"
"Here is the place, my lord. Good my lord, enter.","KENT"
"The tyranny of the open night 's too rough","KENT"
"For nature to endure.	","KENT"
"  Let me alone.","LEAR"
"Good my lord, enter here.","KENT"
"  Wilt break my heart?","LEAR"
"I had rather break mine own. Good my lord, enter.","KENT"
"Thou think'st 'tis much that this contentious storm","LEAR"
"Invades us to the skin. So 'tis to thee.","LEAR"
"But where the greater malady is fixed,","LEAR"
"The lesser is scarce felt. Thou 'dst shun a bear,","LEAR"
"But if thy flight lay toward the roaring sea,","LEAR"
"Thou 'dst meet the bear i' th' mouth. When the","LEAR"
"mind's free,","LEAR"
"The body's delicate. This tempest in my mind","LEAR"
"Doth from my senses take all feeling else","LEAR"
"Save what beats there. Filial ingratitude!","LEAR"
"Is it not as this mouth should tear this hand","LEAR"
"For lifting food to 't? But I will punish home.","LEAR"
"No, I will weep no more. In such a night","LEAR"
"To shut me out? Pour on. I will endure.","LEAR"
"In such a night as this? O Regan, Goneril,","LEAR"
"Your old kind father whose frank heart gave all!","LEAR"
"O, that way madness lies. Let me shun that;","LEAR"
"No more of that.","LEAR"
"  Good my lord, enter here.","KENT"
"Prithee, go in thyself. Seek thine own ease.","LEAR"
"This tempest will not give me leave to ponder","LEAR"
"On things would hurt me more. But I'll go in.--","LEAR"
"In, boy; go first.--You houseless poverty--","LEAR"
"Nay, get thee in. I'll pray, and then I'll sleep.","LEAR"
"Poor naked wretches, wheresoe'er you are,","LEAR"
"That bide the pelting of this pitiless storm,","LEAR"
"How shall your houseless heads and unfed sides,","LEAR"
"Your looped and windowed raggedness defend","LEAR"
"you","LEAR"
"From seasons such as these? O, I have ta'en","LEAR"
"Too little care of this. Take physic, pomp.","LEAR"
"Expose thyself to feel what wretches feel,","LEAR"
"That thou may'st shake the superflux to them","LEAR"
"And show the heavens more just.","LEAR"
"   Fathom and half, fathom and half!","EDGAR"
"Poor Tom!","EDGAR"
"  Come not in here, nuncle; here's a spirit. Help","FOOL"
"me, help me!","FOOL"
"  Give me thy hand. Who's there?","KENT"
"  A spirit, a spirit! He says his name's Poor Tom.","FOOL"
"  What art thou that dost grumble there i' th'","KENT"
"straw? Come forth.","KENT"
"  Away. The foul fiend follows me. Through the","EDGAR"
"sharp hawthorn blows the cold wind. Hum! Go to","EDGAR"
"thy cold bed and warm thee.","EDGAR"
"  Didst thou give all to thy daughters? And art thou","LEAR"
"come to this?","LEAR"
"  Who gives anything to Poor Tom, whom the","EDGAR"
"foul fiend hath led through fire and through flame,","EDGAR"
"through ford and whirlpool, o'er bog and quagmire;","EDGAR"
"that hath laid knives under his pillow and","EDGAR"
"halters in his pew, set ratsbane by his porridge,","EDGAR"
"made him proud of heart to ride on a bay trotting","EDGAR"
"horse over four-inched bridges to course his own","EDGAR"
"shadow for a traitor? Bless thy five wits! Tom's","EDGAR"
"a-cold. O, do de, do de, do de. Bless thee from","EDGAR"
"whirlwinds, star-blasting, and taking! Do Poor Tom","EDGAR"
"some charity, whom the foul fiend vexes. There","EDGAR"
"could I have him now, and there--and there again","EDGAR"
"--and there.	","EDGAR"
"Has his daughters brought him to this pass?--","LEAR"
"Couldst thou save nothing? Wouldst thou give 'em","LEAR"
"all?","LEAR"
"  Nay, he reserved a blanket, else we had been all","FOOL"
"shamed.","FOOL"
"Now all the plagues that in the pendulous air","LEAR"
"Hang fated o'er men's faults light on thy daughters!","LEAR"
"  He hath no daughters, sir.","KENT"
"Death, traitor! Nothing could have subdued nature","LEAR"
"To such a lowness but his unkind daughters.","LEAR"
"Is it the fashion that discarded fathers","LEAR"
"Should have thus little mercy on their flesh?","LEAR"
"Judicious punishment! 'Twas this flesh begot","LEAR"
"Those pelican daughters.","LEAR"
"  Pillicock sat on Pillicock Hill. Alow, alow, loo,","EDGAR"
"loo.","EDGAR"
"  This cold night will turn us all to fools and","FOOL"
"madmen.","FOOL"
"  Take heed o' th' foul fiend. Obey thy parents,","EDGAR"
"keep thy word's justice, swear not, commit not with","EDGAR"
"man's sworn spouse, set not thy sweet heart on","EDGAR"
"proud array. Tom's a-cold.","EDGAR"
"  What hast thou been?","LEAR"
"  A servingman, proud in heart and mind, that","EDGAR"
"curled my hair, wore gloves in my cap, served the","EDGAR"
"lust of my mistress' heart and did the act of","EDGAR"
"darkness with her, swore as many oaths as I spake","EDGAR"
"words and broke them in the sweet face of heaven;","EDGAR"
"one that slept in the contriving of lust and waked to","EDGAR"
"do it. Wine loved I deeply, dice dearly, and in","EDGAR"
"woman out-paramoured the Turk. False of heart,","EDGAR"
"light of ear, bloody of hand; hog in sloth, fox in","EDGAR"
"stealth, wolf in greediness, dog in madness, lion in","EDGAR"
"prey. Let not the creaking of shoes nor the rustling","EDGAR"
"of silks betray thy poor heart to woman. Keep thy","EDGAR"
"foot out of brothels, thy hand out of plackets, thy","EDGAR"
"pen from lenders' books, and defy the foul fiend.","EDGAR"
"Still through the hawthorn blows the cold wind;","EDGAR"
"says suum, mun, nonny. Dolphin my boy, boy, sessa!","EDGAR"
"Let him trot by.	","EDGAR"
"  Thou wert better in a grave than to answer with","LEAR"
"thy uncovered body this extremity of the skies.--Is","LEAR"
"man no more than this? Consider him well.--Thou","LEAR"
"ow'st the worm no silk, the beast no hide, the sheep","LEAR"
"no wool, the cat no perfume. Ha, here's three on 's","LEAR"
"are sophisticated. Thou art the thing itself; unaccommodated","LEAR"
"man is no more but such a poor, bare,","LEAR"
"forked animal as thou art. Off, off, you lendings!","LEAR"
"Come, unbutton here.	","LEAR"
"  Prithee, nuncle, be contented. 'Tis a naughty","FOOL"
"night to swim in. Now, a little fire in a wild field","FOOL"
"were like an old lecher's heart--a small spark, all","FOOL"
"the rest on 's body cold.","FOOL"
"Look, here comes a walking fire.","FOOL"
"  This is the foul fiend Flibbertigibbet. He begins","EDGAR"
"at curfew and walks till the first cock. He","EDGAR"
"gives the web and the pin, squints the eye, and","EDGAR"
"makes the harelip, mildews the white wheat, and","EDGAR"
"hurts the poor creature of earth.","EDGAR"
"	Swithold footed thrice the 'old,","EDGAR"
"	He met the nightmare and her ninefold,","EDGAR"
"	   Bid her alight,","EDGAR"
"	   And her troth plight,","EDGAR"
"	And aroint thee, witch, aroint thee.","EDGAR"
"  How fares your Grace?","KENT"
"  What's he?","LEAR"
"  Who's there? What is 't you seek?","KENT"
"  What are you there? Your names?","GLOUCESTER"
"  Poor Tom, that eats the swimming frog, the","EDGAR"
"toad, the tadpole, the wall newt, and the water;","EDGAR"
"that, in the fury of his heart, when the foul fiend","EDGAR"
"rages, eats cow dung for sallets, swallows the old","EDGAR"
"rat and the ditch-dog, drinks the green mantle of","EDGAR"
"the standing pool; who is whipped from tithing to","EDGAR"
"tithing, and stocked, punished, and imprisoned;","EDGAR"
"who hath had three suits to his back, six shirts to","EDGAR"
"his body,","EDGAR"
"	Horse to ride, and weapon to wear;","EDGAR"
"	But mice and rats and such small deer","EDGAR"
"	Have been Tom's food for seven long year.","EDGAR"
"Beware my follower. Peace, Smulkin! Peace, thou","EDGAR"
"fiend!","EDGAR"
", ","GLOUCESTER"
"What, hath your Grace no better company?","GLOUCESTER"
"  The Prince of Darkness is a gentleman. Modo","EDGAR"
"he's called, and Mahu.","EDGAR"
", ","GLOUCESTER"
"Our flesh and blood, my lord, is grown so vile","GLOUCESTER"
"That it doth hate what gets it.","GLOUCESTER"
"  Poor Tom's a-cold.","EDGAR"
", ","GLOUCESTER"
"Go in with me. My duty cannot suffer","GLOUCESTER"
"T' obey in all your daughters' hard commands.","GLOUCESTER"
"Though their injunction be to bar my doors","GLOUCESTER"
"And let this tyrannous night take hold upon you,","GLOUCESTER"
"Yet have I ventured to come seek you out","GLOUCESTER"
"And bring you where both fire and food is ready.","GLOUCESTER"
"First let me talk with this philosopher.","LEAR"
" What is the cause of thunder?","LEAR"
"Good my lord, take his offer; go into th' house.","KENT"
"I'll talk a word with this same learned Theban.--","LEAR"
"What is your study?","LEAR"
"  How to prevent the fiend and to kill vermin.","EDGAR"
"  Let me ask you one word in private.","LEAR"
", ","KENT"
"Importune him once more to go, my lord.","KENT"
"His wits begin t' unsettle.","KENT"
"  Canst thou blame him?","GLOUCESTER"
"His daughters seek his death. Ah, that good Kent!","GLOUCESTER"
"He said it would be thus, poor banished man.","GLOUCESTER"
"Thou sayest the King grows mad; I'll tell thee,","GLOUCESTER"
"friend,","GLOUCESTER"
"I am almost mad myself. I had a son,","GLOUCESTER"
"Now outlawed from my blood. He sought my life","GLOUCESTER"
"But lately, very late. I loved him, friend,","GLOUCESTER"
"No father his son dearer. True to tell thee,","GLOUCESTER"
"The grief hath crazed my wits. What a night's this!","GLOUCESTER"
"--I do beseech your Grace--","GLOUCESTER"
"  O, cry you mercy, sir.","LEAR"
" Noble philosopher, your company.","LEAR"
"  Tom's a-cold.","EDGAR"
", ","GLOUCESTER"
"In fellow, there, into th' hovel. Keep thee warm.","GLOUCESTER"
" Come, let's in all.","LEAR"
"  This way, my lord.","KENT"
",   With him.","LEAR"
"I will keep still with my philosopher.","LEAR"
", ","KENT"
"Good my lord, soothe him. Let him take the fellow.","KENT"
",   Take him you on.","GLOUCESTER"
", ","KENT"
"Sirrah, come on: go along with us.","KENT"
"  Come, good Athenian.","LEAR"
"  No words, no words. Hush.","GLOUCESTER"
"	Child Rowland to the dark tower came.","EDGAR"
"	His word was still ""Fie, foh, and fum,","EDGAR"
"	I smell the blood of a British man.""","EDGAR"
"  I will have my revenge ere I depart his","CORNWALL"
"house.","CORNWALL"
"  How, my lord, I may be censured, that nature","EDMUND"
"thus gives way to loyalty, something fears me to","EDMUND"
"think of.","EDMUND"
"  I now perceive it was not altogether your","CORNWALL"
"brother's evil disposition made him seek his death,","CORNWALL"
"but a provoking merit set awork by a reprovable","CORNWALL"
"badness in himself.","CORNWALL"
"  How malicious is my fortune that I must","EDMUND"
"repent to be just! This is the letter he spoke of,","EDMUND"
"which approves him an intelligent party to the","EDMUND"
"advantages of France. O heavens, that this treason","EDMUND"
"were not, or not I the detector.","EDMUND"
"  Go with me to the Duchess.","CORNWALL"
"  If the matter of this paper be certain, you","EDMUND"
"have mighty business in hand.","EDMUND"
"  True or false, it hath made thee Earl of","CORNWALL"
"Gloucester. Seek out where thy father is, that he","CORNWALL"
"may be ready for our apprehension.","CORNWALL"
",   If I find him comforting the King, it","EDMUND"
"will stuff his suspicion more fully.--I will persevere","EDMUND"
"in my course of loyalty, though the conflict be sore","EDMUND"
"between that and my blood.","EDMUND"
"  I will lay trust upon thee, and thou shalt","CORNWALL"
"find a dearer father in my love.","CORNWALL"
"  Here is better than the open air. Take it","GLOUCESTER"
"thankfully. I will piece out the comfort with what","GLOUCESTER"
"addition I can. I will not be long from you.","GLOUCESTER"
"  All the power of his wits have given way to his","KENT"
"impatience. The gods reward your kindness!","KENT"
"  Frateretto calls me and tells me Nero is an","EDGAR"
"angler in the lake of darkness. Pray, innocent, and","EDGAR"
"beware the foul fiend.","EDGAR"
"  Prithee, nuncle, tell me whether a madman be a","FOOL"
"gentleman or a yeoman.","FOOL"
"  A king, a king!","LEAR"
"  No, he's a yeoman that has a gentleman to his","FOOL"
"son, for he's a mad yeoman that sees his son a","FOOL"
"gentleman before him.","FOOL"
"To have a thousand with red burning spits","LEAR"
"Come hissing in upon 'em!","LEAR"
"  The foul fiend bites my back.","EDGAR"
"  He's mad that trusts in the tameness of a wolf, a","FOOL"
"horse's health, a boy's love, or a whore's oath.","FOOL"
"It shall be done. I will arraign them straight.","LEAR"
" Come, sit thou here, most learned","LEAR"
"justice.","LEAR"
" Thou sapient sir, sit here. Now, you","LEAR"
"she-foxes--","LEAR"
"  Look where he stands and glares!--Want'st","EDGAR"
"thou eyes at trial, madam?","EDGAR"
" Come o'er the burn, Bessy, to me--","EDGAR"
" ","FOOL"
"	Her boat hath a leak,","FOOL"
"	And she must not speak","FOOL"
"	Why she dares not come over to thee.","FOOL"
"  The foul fiend haunts Poor Tom in the voice of","EDGAR"
"a nightingale. Hoppedance cries in Tom's belly for","EDGAR"
"two white herring.--Croak not, black angel. I have","EDGAR"
"no food for thee.","EDGAR"
", ","KENT"
"How do you, sir? Stand you not so amazed.","KENT"
"Will you lie down and rest upon the cushions?","KENT"
"I'll see their trial first. Bring in their evidence.","LEAR"
" Thou robed man of justice, take thy","LEAR"
"place,","LEAR"
" And thou, his yokefellow of equity,","LEAR"
"Bench by his side.  You are o' th'","LEAR"
"commission;","LEAR"
"Sit you, too.","LEAR"
"  Let us deal justly.","EDGAR"
"	Sleepest or wakest, thou jolly shepherd?","EDGAR"
"	   Thy sheep be in the corn.","EDGAR"
"	And for one blast of thy minikin mouth,","EDGAR"
"	   Thy sheep shall take no harm.","EDGAR"
"Purr the cat is gray.","EDGAR"
"  Arraign her first; 'tis Goneril. I here take my oath","LEAR"
"before this honorable assembly, kicked the poor","LEAR"
"king her father.","LEAR"
"  Come hither, mistress. Is your name Goneril?","FOOL"
"  She cannot deny it.","LEAR"
"  Cry you mercy, I took you for a joint stool.","FOOL"
"And here's another whose warped looks proclaim","LEAR"
"What store her heart is made on. Stop her there!","LEAR"
"Arms, arms, sword, fire! Corruption in the place!","LEAR"
"False justicer, why hast thou let her 'scape?","LEAR"
"  Bless thy five wits!","EDGAR"
", ","KENT"
"O pity! Sir, where is the patience now","KENT"
"That you so oft have boasted to retain?","KENT"
", ","EDGAR"
"My tears begin to take his part so much","EDGAR"
"They mar my counterfeiting.","EDGAR"
"  The little dogs and all,","LEAR"
"Tray, Blanch, and Sweetheart, see, they bark at me.","LEAR"
"  Tom will throw his head at them.--Avaunt, you","EDGAR"
"curs!","EDGAR"
"	Be thy mouth or black or white,","EDGAR"
"	Tooth that poisons if it bite,","EDGAR"
"	Mastiff, greyhound, mongrel grim,","EDGAR"
"	Hound or spaniel, brach, or lym,","EDGAR"
"	Bobtail tike, or trundle-tail,","EDGAR"
"	Tom will make him weep and wail;","EDGAR"
"	For, with throwing thus my head,","EDGAR"
"	Dogs leapt the hatch, and all are fled.","EDGAR"
"Do de, de, de. Sessa! Come, march to wakes","EDGAR"
"and fairs and market towns. Poor Tom, thy horn","EDGAR"
"is dry.","EDGAR"
"  Then let them anatomize Regan; see what breeds","LEAR"
"about her heart. Is there any cause in nature that","LEAR"
"make these hard hearts?  You, sir, I","LEAR"
"entertain for one of my hundred; only I do not like","LEAR"
"the fashion of your garments. You will say they are","LEAR"
"Persian, but let them be changed.","LEAR"
"Now, good my lord, lie here and rest awhile.","KENT"
",   Make no noise, make no noise.","LEAR"
"Draw the curtains. So, so, we'll go to supper i' th'","LEAR"
"morning.","LEAR"
"  And I'll go to bed at noon.","FOOL"
", ","GLOUCESTER"
"Come hither, friend. Where is the King my master?","GLOUCESTER"
"Here, sir, but trouble him not; his wits are gone.","KENT"
"Good friend, I prithee, take him in thy arms.","GLOUCESTER"
"I have o'erheard a plot of death upon him.","GLOUCESTER"
"There is a litter ready; lay him in 't,","GLOUCESTER"
"And drive toward Dover, friend, where thou shalt","GLOUCESTER"
"meet","GLOUCESTER"
"Both welcome and protection. Take up thy master.","GLOUCESTER"
"If thou shouldst dally half an hour, his life,","GLOUCESTER"
"With thine and all that offer to defend him,","GLOUCESTER"
"Stand in assured loss. Take up, take up,","GLOUCESTER"
"And follow me, that will to some provision","GLOUCESTER"
"Give thee quick conduct.","GLOUCESTER"
"  Oppressed nature sleeps.","KENT"
"This rest might yet have balmed thy broken sinews,","KENT"
"Which, if convenience will not allow,","KENT"
"Stand in hard cure.  Come, help to","KENT"
"bear thy master.","KENT"
"Thou must not stay behind.","KENT"
"  Come, come away.","GLOUCESTER"
"When we our betters see bearing our woes,","EDGAR"
"We scarcely think our miseries our foes.","EDGAR"
"Who alone suffers suffers most i' th' mind,","EDGAR"
"Leaving free things and happy shows behind.","EDGAR"
"But then the mind much sufferance doth o'erskip","EDGAR"
"When grief hath mates and bearing fellowship.","EDGAR"
"How light and portable my pain seems now","EDGAR"
"When that which makes me bend makes the King","EDGAR"
"bow!","EDGAR"
"He childed as I fathered. Tom, away.","EDGAR"
"Mark the high noises, and thyself bewray","EDGAR"
"When false opinion, whose wrong thoughts defile","EDGAR"
"thee,","EDGAR"
"In thy just proof repeals and reconciles thee.","EDGAR"
"What will hap more tonight, safe 'scape the King!","EDGAR"
"Lurk, lurk.","EDGAR"
",   Post speedily to my lord your","CORNWALL"
"husband. Show him this letter. ","CORNWALL"
" The army of France is landed.--Seek out","CORNWALL"
"the traitor Gloucester.	","CORNWALL"
"  Hang him instantly.","REGAN"
"  Pluck out his eyes.","GONERIL"
"  Leave him to my displeasure.--Edmund,","CORNWALL"
"keep you our sister company. The revenges we are","CORNWALL"
"bound to take upon your traitorous father are not","CORNWALL"
"fit for your beholding. Advise the Duke, where you","CORNWALL"
"are going, to a most festinate preparation; we are","CORNWALL"
"bound to the like. Our posts shall be swift and","CORNWALL"
"intelligent betwixt us.--Farewell, dear sister.--","CORNWALL"
"Farewell, my lord of Gloucester.","CORNWALL"
"How now? Where's the King?","CORNWALL"
"My lord of Gloucester hath conveyed him hence.","OSWALD"
"Some five- or six-and-thirty of his knights,","OSWALD"
"Hot questrists after him, met him at gate,","OSWALD"
"Who, with some other of the lord's dependents,","OSWALD"
"Are gone with him toward Dover, where they boast","OSWALD"
"To have well-armed friends.","OSWALD"
"  Get horses for your mistress.","CORNWALL"
"  Farewell, sweet lord, and sister.","GONERIL"
"Edmund, farewell.	","CORNWALL"
"Go seek the traitor Gloucester.","CORNWALL"
"Pinion him like a thief; bring him before us.","CORNWALL"
"Though well we may not pass upon his life","CORNWALL"
"Without the form of justice, yet our power","CORNWALL"
"Shall do a court'sy to our wrath, which men","CORNWALL"
"May blame but not control.","CORNWALL"
"Who's there? The","CORNWALL"
"traitor?","CORNWALL"
"  Ingrateful fox! 'Tis he.","REGAN"
"  Bind fast his corky arms.","CORNWALL"
"What means your Graces? Good my friends,","GLOUCESTER"
"consider","GLOUCESTER"
"You are my guests; do me no foul play, friends.","GLOUCESTER"
"Bind him, I say.","CORNWALL"
"  Hard, hard. O filthy traitor!","REGAN"
"Unmerciful lady as you are, I'm none.","GLOUCESTER"
"To this chair bind him.	","CORNWALL"
"Villain, thou shalt find--","CORNWALL"
"By the kind gods, 'tis most ignobly done","GLOUCESTER"
"To pluck me by the beard.","GLOUCESTER"
"So white, and such a traitor?","REGAN"
"  Naughty lady,","GLOUCESTER"
"These hairs which thou dost ravish from my chin","GLOUCESTER"
"Will quicken and accuse thee. I am your host;","GLOUCESTER"
"With robber's hands my hospitable favors","GLOUCESTER"
"You should not ruffle thus. What will you do?","GLOUCESTER"
"Come, sir, what letters had you late from France?","CORNWALL"
"Be simple-answered, for we know the truth.","REGAN"
"And what confederacy have you with the traitors","CORNWALL"
"Late footed in the kingdom?","CORNWALL"
"  To whose hands","REGAN"
"You have sent the lunatic king. Speak.","REGAN"
"I have a letter guessingly set down","GLOUCESTER"
"Which came from one that's of a neutral heart,","GLOUCESTER"
"And not from one opposed.","GLOUCESTER"
"  Cunning.","CORNWALL"
"  And false.","REGAN"
"  Where hast thou sent the King?","CORNWALL"
"  To Dover.","GLOUCESTER"
"Wherefore to Dover? Wast thou not charged at","REGAN"
"peril--","REGAN"
"Wherefore to Dover? Let him answer that.","CORNWALL"
"I am tied to th' stake, and I must stand the course.","GLOUCESTER"
"  Wherefore to Dover?","REGAN"
"Because I would not see thy cruel nails","GLOUCESTER"
"Pluck out his poor old eyes, nor thy fierce sister","GLOUCESTER"
"In his anointed flesh stick boarish fangs.","GLOUCESTER"
"The sea, with such a storm as his bare head","GLOUCESTER"
"In hell-black night endured, would have buoyed up","GLOUCESTER"
"And quenched the stelled fires;","GLOUCESTER"
"Yet, poor old heart, he holp the heavens to rain.","GLOUCESTER"
"If wolves had at thy gate howled that stern time,","GLOUCESTER"
"Thou shouldst have said ""Good porter, turn the","GLOUCESTER"
"key.""","GLOUCESTER"
"All cruels else subscribe. But I shall see","GLOUCESTER"
"The winged vengeance overtake such children.","GLOUCESTER"
"See 't shalt thou never.--Fellows, hold the chair.--","CORNWALL"
"Upon these eyes of thine I'll set my foot.","CORNWALL"
"He that will think to live till he be old,","GLOUCESTER"
"Give me some help!","GLOUCESTER"
"O cruel! O you gods!","GLOUCESTER"
"One side will mock another. Th' other too.","REGAN"
"If you see vengeance--","CORNWALL"
"  Hold your hand,","FIRST SERVANT"
"my lord.","FIRST SERVANT"
"I have served you ever since I was a child,","FIRST SERVANT"
"But better service have I never done you","FIRST SERVANT"
"Than now to bid you hold.","FIRST SERVANT"
"  How now, you dog?","REGAN"
"If you did wear a beard upon your chin,","FIRST SERVANT"
"I'd shake it on this quarrel. What do you mean?","FIRST SERVANT"
"  My villain?	","CORNWALL"
"Nay, then, come on, and take the chance of anger.","FIRST SERVANT"
", ","REGAN"
"Give me thy sword. A peasant stand up thus?","REGAN"
"O, I am slain! My lord, you have one eye left","FIRST SERVANT"
"To see some mischief on him. O!	","FIRST SERVANT"
"Lest it see more, prevent it. Out, vile jelly!","CORNWALL"
"Where is thy luster now?","CORNWALL"
"All dark and comfortless! Where's my son","GLOUCESTER"
"Edmund?--","GLOUCESTER"
"Edmund, enkindle all the sparks of nature","GLOUCESTER"
"To quit this horrid act.","GLOUCESTER"
"  Out, treacherous villain!","REGAN"
"Thou call'st on him that hates thee. It was he","REGAN"
"That made the overture of thy treasons to us,","REGAN"
"Who is too good to pity thee.","REGAN"
"O my follies! Then Edgar was abused.","GLOUCESTER"
"Kind gods, forgive me that, and prosper him.","GLOUCESTER"
"Go thrust him out at gates, and let him smell","REGAN"
"His way to Dover.","REGAN"
"How is 't, my lord? How look you?","REGAN"
"I have received a hurt. Follow me, lady.--","CORNWALL"
"Turn out that eyeless villain. Throw this slave","CORNWALL"
"Upon the dunghill.--Regan, I bleed apace.","CORNWALL"
"Untimely comes this hurt. Give me your arm.","CORNWALL"
"I'll never care what wickedness I do","SECOND SERVANT"
"If this man come to good.","SECOND SERVANT"
"  If she live long","THIRD SERVANT"
"And in the end meet the old course of death,","THIRD SERVANT"
"Women will all turn monsters.","THIRD SERVANT"
"Let's follow the old earl and get the Bedlam","SECOND SERVANT"
"To lead him where he would. His roguish madness","SECOND SERVANT"
"Allows itself to anything.","SECOND SERVANT"
"Go thou. I'll fetch some flax and whites of eggs","THIRD SERVANT"
"To apply to his bleeding face. Now heaven help him!","THIRD SERVANT"
"Yet better thus, and known to be contemned,","EDGAR"
"Than still contemned and flattered. To be worst,","EDGAR"
"The lowest and most dejected thing of Fortune,","EDGAR"
"Stands still in esperance, lives not in fear.","EDGAR"
"The lamentable change is from the best;","EDGAR"
"The worst returns to laughter. Welcome, then,","EDGAR"
"Thou unsubstantial air that I embrace.","EDGAR"
"The wretch that thou hast blown unto the worst","EDGAR"
"Owes nothing to thy blasts. But who comes here?","EDGAR"
"My father, poorly led? World, world, O world,","EDGAR"
"But that thy strange mutations make us hate thee,","EDGAR"
"Life would not yield to age.","EDGAR"
"O my good lord, I have been your tenant","OLD MAN"
"And your father's tenant these fourscore years.","OLD MAN"
"Away, get thee away. Good friend, begone.","GLOUCESTER"
"Thy comforts can do me no good at all;","GLOUCESTER"
"Thee they may hurt.","GLOUCESTER"
"  You cannot see your way.","OLD MAN"
"I have no way and therefore want no eyes.","GLOUCESTER"
"I stumbled when I saw. Full oft 'tis seen","GLOUCESTER"
"Our means secure us, and our mere defects","GLOUCESTER"
"Prove our commodities. O dear son Edgar,","GLOUCESTER"
"The food of thy abused father's wrath,","GLOUCESTER"
"Might I but live to see thee in my touch,","GLOUCESTER"
"I'd say I had eyes again.","GLOUCESTER"
"  How now? Who's there?","OLD MAN"
", ","EDGAR"
"O gods, who is 't can say ""I am at the worst""?","EDGAR"
"I am worse than e'er I was.","EDGAR"
"  'Tis poor mad Tom.","OLD MAN"
", ","EDGAR"
"And worse I may be yet. The worst is not","EDGAR"
"So long as we can say ""This is the worst.""","EDGAR"
"Fellow, where goest?","OLD MAN"
"  Is it a beggar-man?","GLOUCESTER"
"  Madman and beggar too.","OLD MAN"
"He has some reason, else he could not beg.","GLOUCESTER"
"I' th' last night's storm, I such a fellow saw,","GLOUCESTER"
"Which made me think a man a worm. My son","GLOUCESTER"
"Came then into my mind, and yet my mind","GLOUCESTER"
"Was then scarce friends with him. I have heard","GLOUCESTER"
"more since.","GLOUCESTER"
"As flies to wanton boys are we to th' gods;","GLOUCESTER"
"They kill us for their sport.","GLOUCESTER"
",   How should this be?","EDGAR"
"Bad is the trade that must play fool to sorrow,","EDGAR"
"Ang'ring itself and others.--Bless thee, master.","EDGAR"
"Is that the naked fellow?","GLOUCESTER"
"  Ay, my lord.","OLD MAN"
"Then, prithee, get thee away. If for my sake","GLOUCESTER"
