"text","player"
"That were the most if he should husband you.","GONERIL"
"Jesters do oft prove prophets.","REGAN"
"  Holla, holla!","GONERIL"
"That eye that told you so looked but asquint.","GONERIL"
"Lady, I am not well, else I should answer","REGAN"
"From a full-flowing stomach. ","REGAN"
"General,","REGAN"
"Take thou my soldiers, prisoners, patrimony.","REGAN"
"Dispose of them, of me; the walls is thine.","REGAN"
"Witness the world that I create thee here","REGAN"
"My lord and master.","REGAN"
"  Mean you to enjoy him?","GONERIL"
"The let-alone lies not in your goodwill.","ALBANY"
"Nor in thine, lord.","EDMUND"
"  Half-blooded fellow, yes.","ALBANY"
", ","REGAN"
"Let the drum strike, and prove my title thine.","REGAN"
"Stay yet, hear reason.--Edmund, I arrest thee","ALBANY"
"On capital treason; and, in thine attaint,","ALBANY"
"This gilded serpent.--For your claim, fair","ALBANY"
"sister,","ALBANY"
"I bar it in the interest of my wife.","ALBANY"
"'Tis she is subcontracted to this lord,","ALBANY"
"And I, her husband, contradict your banns.","ALBANY"
"If you will marry, make your loves to me.","ALBANY"
"My lady is bespoke.","ALBANY"
"  An interlude!","GONERIL"
"Thou art armed, Gloucester. Let the trumpet sound.","ALBANY"
"If none appear to prove upon thy person","ALBANY"
"Thy heinous, manifest, and many treasons,","ALBANY"
"There is my pledge.	","ALBANY"
"I'll make it on thy heart,","ALBANY"
"Ere I taste bread, thou art in nothing less","ALBANY"
"Than I have here proclaimed thee.","ALBANY"
"  Sick, O, sick!","REGAN"
",   If not, I'll ne'er trust medicine.","GONERIL"
"There's my exchange.	","EDMUND"
"What in the world he is","EDMUND"
"That names me traitor, villain-like he lies.","EDMUND"
"Call by the trumpet. He that dares approach,","EDMUND"
"On him, on you, who not, I will maintain","EDMUND"
"My truth and honor firmly.","EDMUND"
"A herald, ho!","ALBANY"
"  A herald, ho, a herald!","EDMUND"
"Trust to thy single virtue, for thy soldiers,","ALBANY"
"All levied in my name, have in my name","ALBANY"
"Took their discharge.","ALBANY"
"  My sickness grows upon me.","REGAN"
"She is not well. Convey her to my tent.","ALBANY"
"Come hither, herald. Let the trumpet sound,","ALBANY"
"And read out this.	","ALBANY"
"  Sound, trumpet!","CAPTAIN"
" ","HERALD"
"If any man of quality or degree, within the lists of the","HERALD"
"army, will maintain upon Edmund, supposed Earl of","HERALD"
"Gloucester, that he is a manifold traitor, let him","HERALD"
"appear by the third sound of the trumpet. He is bold in","HERALD"
"his defense.	","HERALD"
"  Again!	","HERALD"
"  Again!	","HERALD"
", ","ALBANY"
"Ask him his purposes, why he appears","ALBANY"
"Upon this call o' th' trumpet.","ALBANY"
"  What are you?","HERALD"
"Your name, your quality, and why you answer","HERALD"
"This present summons?","HERALD"
"  Know my name is lost,","EDGAR"
"By treason's tooth bare-gnawn and canker-bit.","EDGAR"
"Yet am I noble as the adversary","EDGAR"
"I come to cope.","EDGAR"
"  Which is that adversary?","ALBANY"
"What's he that speaks for Edmund, Earl of","EDGAR"
"Gloucester?","EDGAR"
"Himself. What sayest thou to him?","EDMUND"
"  Draw thy sword,","EDGAR"
"That if my speech offend a noble heart,","EDGAR"
"Thy arm may do thee justice. Here is mine.","EDGAR"
"Behold, it is my privilege, the privilege of mine","EDGAR"
"honors,","EDGAR"
"My oath, and my profession. I protest,","EDGAR"
"Maugre thy strength, place, youth, and eminence,","EDGAR"
"Despite thy victor-sword and fire-new fortune,","EDGAR"
"Thy valor, and thy heart, thou art a traitor,","EDGAR"
"False to thy gods, thy brother, and thy father,","EDGAR"
"Conspirant 'gainst this high illustrious prince,","EDGAR"
"And from th' extremest upward of thy head","EDGAR"
"To the descent and dust below thy foot,","EDGAR"
"A most toad-spotted traitor. Say thou ""no,""","EDGAR"
"This sword, this arm, and my best spirits are bent","EDGAR"
"To prove upon thy heart, whereto I speak,","EDGAR"
"Thou liest.","EDGAR"
"  In wisdom I should ask thy name,","EDMUND"
"But since thy outside looks so fair and warlike,","EDMUND"
"And that thy tongue some say of breeding breathes,","EDMUND"
"What safe and nicely I might well delay","EDMUND"
"By rule of knighthood, I disdain and spurn.","EDMUND"
"Back do I toss these treasons to thy head,","EDMUND"
"With the hell-hated lie o'erwhelm thy heart,","EDMUND"
"Which, for they yet glance by and scarcely bruise,","EDMUND"
"This sword of mine shall give them instant way,","EDMUND"
"Where they shall rest forever. Trumpets, speak!","EDMUND"
", ","ALBANY"
"Save him, save him!","ALBANY"
"  This is practice, Gloucester.","GONERIL"
"By th' law of war, thou wast not bound to answer","GONERIL"
"An unknown opposite. Thou art not vanquished,","GONERIL"
"But cozened and beguiled.","GONERIL"
"  Shut your mouth, dame,","ALBANY"
"Or with this paper shall I stopple it.--Hold, sir.--","ALBANY"
"Thou worse than any name, read thine own evil.","ALBANY"
"No tearing, lady. I perceive you know it.","ALBANY"
"Say if I do; the laws are mine, not thine.","GONERIL"
"Who can arraign me for 't?","GONERIL"
"  Most monstrous! O!","ALBANY"
"Know'st thou this paper?","ALBANY"
"  Ask me not what I know.","GONERIL"
"Go after her, she's desperate. Govern her.","ALBANY"
", ","EDMUND"
"What you have charged me with, that have I done,","EDMUND"
"And more, much more. The time will bring it out.","EDMUND"
"'Tis past, and so am I. But what art thou","EDMUND"
"That hast this fortune on me? If thou 'rt noble,","EDMUND"
"I do forgive thee.","EDMUND"
"  Let's exchange charity.","EDGAR"
"I am no less in blood than thou art, Edmund;","EDGAR"
"If more, the more th' hast wronged me.","EDGAR"
"My name is Edgar and thy father's son.","EDGAR"
"The gods are just, and of our pleasant vices","EDGAR"
"Make instruments to plague us.","EDGAR"
"The dark and vicious place where thee he got","EDGAR"
"Cost him his eyes.","EDGAR"
"  Th' hast spoken right. 'Tis true.","EDMUND"
"The wheel is come full circle; I am here.","EDMUND"
", ","ALBANY"
"Methought thy very gait did prophesy","ALBANY"
"A royal nobleness. I must embrace thee.","ALBANY"
"Let sorrow split my heart if ever I","ALBANY"
"Did hate thee or thy father!","ALBANY"
"  Worthy prince, I know 't.","EDGAR"
"  Where have you hid yourself?","ALBANY"
"How have you known the miseries of your father?","ALBANY"
"By nursing them, my lord. List a brief tale,","EDGAR"
"And when 'tis told, O, that my heart would burst!","EDGAR"
"The bloody proclamation to escape","EDGAR"
"That followed me so near--O, our lives' sweetness,","EDGAR"
"That we the pain of death would hourly die","EDGAR"
"Rather than die at once!--taught me to shift","EDGAR"
"Into a madman's rags, t' assume a semblance","EDGAR"
"That very dogs disdained, and in this habit","EDGAR"
"Met I my father with his bleeding rings,","EDGAR"
"Their precious stones new lost; became his guide,","EDGAR"
"Led him, begged for him, saved him from despair.","EDGAR"
"Never--O fault!--revealed myself unto him","EDGAR"
"Until some half hour past, when I was armed.","EDGAR"
"Not sure, though hoping of this good success,","EDGAR"
"I asked his blessing, and from first to last","EDGAR"
"Told him our pilgrimage. But his flawed heart","EDGAR"
"(Alack, too weak the conflict to support)","EDGAR"
"'Twixt two extremes of passion, joy and grief,","EDGAR"
"Burst smilingly.","EDGAR"
"  This speech of yours hath moved me,","EDMUND"
"And shall perchance do good. But speak you on.","EDMUND"
"You look as you had something more to say.","EDMUND"
"If there be more, more woeful, hold it in,","ALBANY"
"For I am almost ready to dissolve,","ALBANY"
"Hearing of this.","ALBANY"
"  This would have seemed a period","EDGAR"
"To such as love not sorrow; but another,","EDGAR"
"To amplify too much, would make much more","EDGAR"
"And top extremity. Whilst I","EDGAR"
"Was big in clamor, came there in a man","EDGAR"
"Who, having seen me in my worst estate,","EDGAR"
"Shunned my abhorred society; but then, finding","EDGAR"
"Who 'twas that so endured, with his strong arms","EDGAR"
"He fastened on my neck and bellowed out","EDGAR"
"As he'd burst heaven, threw him on my father,","EDGAR"
"Told the most piteous tale of Lear and him","EDGAR"
"That ever ear received, which, in recounting,","EDGAR"
"His grief grew puissant, and the strings of life","EDGAR"
"Began to crack. Twice then the trumpets sounded,","EDGAR"
"And there I left him tranced.","EDGAR"
"  But who was this?","ALBANY"
"Kent, sir, the banished Kent, who in disguise","EDGAR"
"Followed his enemy king and did him service","EDGAR"
"Improper for a slave.","EDGAR"
"Help, help, O, help!","GENTLEMAN"
"  What kind of help?","EDGAR"
",   Speak, man!","ALBANY"
"  What means this bloody knife?","EDGAR"
"'Tis hot, it smokes! It came even from the heart","GENTLEMAN"
"Of--O, she's dead!","GENTLEMAN"
"  Who dead? Speak, man.","ALBANY"
"Your lady, sir, your lady. And her sister","GENTLEMAN"
"By her is poisoned. She confesses it.","GENTLEMAN"
"I was contracted to them both. All three","EDMUND"
"Now marry in an instant.","EDMUND"
"  Here comes Kent.","EDGAR"
", ","ALBANY"
"Produce the bodies, be they alive or dead.","ALBANY"
"This judgment of the heavens, that makes us","ALBANY"
"tremble,","ALBANY"
"Touches us not with pity. O, is this he?","ALBANY"
" The time will not allow the compliment","ALBANY"
"Which very manners urges.","ALBANY"
"  I am come","KENT"
"To bid my king and master aye goodnight.","KENT"
"Is he not here?","KENT"
"  Great thing of us forgot!","ALBANY"
"Speak, Edmund, where's the King? And where's","ALBANY"
"Cordelia?","ALBANY"
"Seest thou this object, Kent?","ALBANY"
"  Alack, why thus?","KENT"
"  Yet Edmund was beloved.","EDMUND"
"The one the other poisoned for my sake,","EDMUND"
"And after slew herself.","EDMUND"
"  Even so.--Cover their faces.","ALBANY"
"I pant for life. Some good I mean to do","EDMUND"
"Despite of mine own nature. Quickly send--","EDMUND"
"Be brief in it--to th' castle, for my writ","EDMUND"
"Is on the life of Lear, and on Cordelia.","EDMUND"
"Nay, send in time.","EDMUND"
"  Run, run, O, run!","ALBANY"
"To who, my lord?  Who has the office?","EDGAR"
"Send","EDGAR"
"Thy token of reprieve.","EDGAR"
"Well thought on. Take my sword. Give it the","EDMUND"
"Captain.","EDMUND"
",   Haste thee for thy life.","EDGAR"
", ","EDMUND"
"He hath commission from thy wife and me","EDMUND"
"To hang Cordelia in the prison, and","EDMUND"
"To lay the blame upon her own despair,","EDMUND"
"That she fordid herself.","EDMUND"
"The gods defend her!--Bear him hence awhile.","ALBANY"
"Howl, howl, howl! O, you are men of stones!","LEAR"
"Had I your tongues and eyes, I'd use them so","LEAR"
"That heaven's vault should crack. She's gone","LEAR"
"forever.","LEAR"
"I know when one is dead and when one lives.","LEAR"
"She's dead as earth.--Lend me a looking glass.","LEAR"
"If that her breath will mist or stain the stone,","LEAR"
"Why, then she lives.","LEAR"
"  Is this the promised end?","KENT"
"Or image of that horror?","EDGAR"
"  Fall and cease.","ALBANY"
"This feather stirs. She lives. If it be so,","LEAR"
"It is a chance which does redeem all sorrows","LEAR"
"That ever I have felt.","LEAR"
"  O, my good master--","KENT"
"Prithee, away.","LEAR"
"  'Tis noble Kent, your friend.","EDGAR"
"A plague upon you, murderers, traitors all!","LEAR"
"I might have saved her. Now she's gone forever.--","LEAR"
"Cordelia, Cordelia, stay a little. Ha!","LEAR"
"What is 't thou sayst?--Her voice was ever soft,","LEAR"
"Gentle, and low, an excellent thing in woman.","LEAR"
"I killed the slave that was a-hanging thee.","LEAR"
"'Tis true, my lords, he did.","GENTLEMAN"
"  Did I not, fellow?","LEAR"
"I have seen the day, with my good biting falchion","LEAR"
"I would have made him skip. I am old now,","LEAR"
"And these same crosses spoil me.  Who","LEAR"
"are you?","LEAR"
"Mine eyes are not o' th' best. I'll tell you straight.","LEAR"
"If Fortune brag of two she loved and hated,","KENT"
"One of them we behold.","KENT"
"This is a dull sight. Are you not Kent?","LEAR"
"  The same,","KENT"
"Your servant Kent. Where is your servant Caius?","KENT"
"He's a good fellow, I can tell you that.","LEAR"
"He'll strike and quickly too. He's dead and rotten.","LEAR"
"No, my good lord, I am the very man--","KENT"
"  I'll see that straight.","LEAR"
"That from your first of difference and decay","KENT"
"Have followed your sad steps.","KENT"
"  You are welcome","LEAR"
"hither.","LEAR"
"Nor no man else. All's cheerless, dark, and deadly.","KENT"
"Your eldest daughters have fordone themselves,","KENT"
"And desperately are dead.","KENT"
"  Ay, so I think.","LEAR"
"He knows not what he says, and vain is it","ALBANY"
"That we present us to him.","ALBANY"
"  Very bootless.","EDGAR"
"  Edmund is dead, my lord.","MESSENGER"
"  That's but a trifle here.--","ALBANY"
"You lords and noble friends, know our intent:","ALBANY"
"What comfort to this great decay may come","ALBANY"
"Shall be applied. For us, we will resign,","ALBANY"
"During the life of this old Majesty,","ALBANY"
"To him our absolute power; you to your rights,","ALBANY"
"With boot and such addition as your Honors","ALBANY"
"Have more than merited. All friends shall taste","ALBANY"
"The wages of their virtue, and all foes","ALBANY"
"The cup of their deservings. O, see, see!","ALBANY"
"And my poor fool is hanged. No, no, no life?","LEAR"
"Why should a dog, a horse, a rat have life,","LEAR"
"And thou no breath at all? Thou 'lt come no more,","LEAR"
"Never, never, never, never, never.--","LEAR"
"Pray you undo this button. Thank you, sir.","LEAR"
"Do you see this? Look on her, look, her lips,","LEAR"
"Look there, look there!	","LEAR"
"  He faints.  My lord,","EDGAR"
"my lord!","EDGAR"
"Break, heart, I prithee, break!","KENT"
"  Look up, my lord.","EDGAR"
"Vex not his ghost. O, let him pass! He hates him","KENT"
"That would upon the rack of this tough world","KENT"
"Stretch him out longer.","KENT"
"  He is gone indeed.","EDGAR"
"The wonder is he hath endured so long.","KENT"
"He but usurped his life.","KENT"
"Bear them from hence. Our present business","ALBANY"
"Is general woe.  Friends of my","ALBANY"
"soul, you twain","ALBANY"
"Rule in this realm, and the gored state sustain.","ALBANY"
"I have a journey, sir, shortly to go;","KENT"
"My master calls me. I must not say no.","KENT"
"The weight of this sad time we must obey,","EDGAR"
"Speak what we feel, not what we ought to say.","EDGAR"
"The oldest hath borne most; we that are young","EDGAR"
"Shall never see so much nor live so long.","EDGAR"
